id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
9029;Charbon de bois  Le sac 2kg;Charbon de bois;917;6261;3,26E+12;182312002;1;9.978000;0.997800;10;754267;2.400000;;;;;;;;;;;
9030;Allumettes menage FEUDOR Le pack 3 x 100;Allumettes menage;917;6261;3,26E+12;182312003;1;15.537000;1.553700;10;754283;3.200000;;;;;;;;;;;
9031;Pile super alcaline LR6-AA BELLE FRANCE Le blister x 4 piles;Pile super alcaline LR6-AA;917;6261;3,26E+12;182312004;1;8.826000;0.882600;10;754309;0.600000;;;;;;;;;;;
9032;Piles super alcalines LR14-C BELLE FRANCE Le blister x 2 piles;Piles super alcalines LR14-C;917;6261;3,26E+12;182312005;1;7.357500;0.735750;10;754200;1.100000;;;;;;;;;;;
9033;Piles super alcalines LR20-D BELLE FRANCE Le blister x 2 piles;Piles super alcalines LR20-D;917;6261;3,26E+12;182312006;1;13.578000;1.357800;10;754325;2.200000;;;;;;;;;;;
9034;Pile super alcaline 6LP3146 - 9v BELLE FRANCE Le blister x 1 pile;Pile super alcaline 6LP3146 - 9v;0;2;3,66E+12;182312007;1;41.002500;1.171500;35;740506;2.425000;;;;;;;;;;;
9035;Piles super alcalines LR03-AAA BELLE FRANCE Le blister x 4 piles;Piles super alcalines LR03-AAA;0;2;3,66E+12;182312010;1;29.920500;2.992050;10;740100;6.150000;;;;;;;;;;;
9036;Pile super alcaline 3LR12 - 4,5v BELLE FRANCE Le blister x 1 pile;Pile super alcaline 3LR12 - 4,5v;1984;6261;5,00E+12;182312014;1;23.163000;2.316300;10;753004;5.100000;;;;;;;;;;;
9037;Biplite 10/16a + t blanc;Biplite 10/16a + t blanc;1984;6261;5,00E+12;182312015;1;59.967000;2.998350;20;753269;6.315000;;;;;;;;;;;
9040;Prolongateur éléctrique 3m;Prolongateur éléctrique 3m;1984;2;5,00E+12;182312016;1;46.326000;2.316300;20;752907;6.315000;;;;;;;;;;;
9044;V3LR12 Plus power - 4,5v DURACELL Le blister x 1 pile;V3LR12 Plus power - 4,5v;1984;6948;5,00E+12;182312017;1;23.163000;2.316300;10;752923;1.734000;;;;;;;;;;;
9045;LR6 Ultra power M3 DURACELL Le blister x 4 piles;LR6 Ultra power M3;1984;6261;5,00E+12;182312018;1;29.983500;2.998350;10;753244;1.734000;;;;;;;;;;;
9046;AA LR6 Plus power  DURACELL Le blister x 4 piles;AA LR6 Plus power;1984;6261;5,00E+12;182312019;1;23.163000;2.316300;10;753129;4.500000;;;;;;;;;;;
9047;LR03 Plus power DURACELL Le blister x 4 piles;LR03 Plus power;1984;6261;5,00E+12;182312020;1;23.163000;2.316300;10;753145;3.500000;;;;;;;;;;;
9048;LR03 Ultra power M3 DURACELL Le blister x 4 piles;LR03 Ultra power M3;1984;6261;5,00E+12;182312021;1;23.163000;2.316300;10;753228;1.810000;;;;;;;;;;;
9049;LR14 Plus power DURACELL Le blister x 2 piles;LR14 Plus power;0;2;5,40E+12;182312022;1;52.719750;3.514650;15;740068;2.730000;;;;;;;;;;;
9050;LR20 Plus power DURACELL Le blister x 2 piles;LR20 Plus power;0;2;5,40E+12;182312023;1;51.156000;5.115600;10;740084;4.200000;;;;;;;;;;;
9051;LR61 Plus power - 9v DURACELL Le blister x 1 pile;LR61 Plus power -  9v;0;2;5,41E+12;182312024;1;30.671250;1.226850;25;740183;0.510000;;;;;;;;;;;
9052;Prolongateur éléctrique 3m 16a blanc;Prolongateur éléctrique 3m 16a blanc;1977;6261;7,64E+12;182312031;1;41.302800;1.720950;24;564682;2.347000;;;;;;;;;;;
9053;Prolongateur éléctrique 5m 16a blanc;Prolongateur éléctrique 5m 16a blanc;1977;6948;7,64E+12;182312032;1;20.215800;1.684650;12;564666;0.654000;;;;;;;;;;;
9054;Triplite triangle 16a + t blanc;Triplite triangle 16a + t blanc;1977;6261;7,64E+12;182312035;1;56.613600;2.358900;24;564708;2.440000;;;;;;;;;;;
9061;Piles LR6 power ENERGIZER Le Blister x4;Piles LR6 power;1977;6261;7,64E+12;182312036;1;27.871200;2.322600;12;564724;0.662000;;;;;;;;;;;
9062;Piles LR03 power ENERGIZER Le Blister x4;Piles LR03 power;1977;6261;7,64E+12;182312037;1;27.775800;2.314650;12;564781;0.654000;;;;;;;;;;;
9065;Piles LR6 max ENERGIZER Le Blister x4;Piles LR6 max;1977;6261;7,64E+12;182312038;1;30.864600;2.572050;12;564807;2.237000;;;;;;;;;;;
9066;Piles LR03 max ENERGIZER Le Blister x4;Piles LR03 max;1977;6261;7,64E+12;182312039;1;25.673400;2.139450;12;564740;1.750000;;;;;;;;;;;
9067;Piles LR61 max ENERGIZER Le Blister x1;Piles LR61 max;1977;6261;7,64E+12;182312040;1;34.426800;2.868900;12;564765;3.613000;;;;;;;;;;;
9068;Piles LR12 max ENERGIZER Le Blister x1;Piles LR12 max;1970;6261;3,06E+12;182413001;1;26.358750;1.757250;15;744987;1.500000;;;;;;;;;;;
9069;Piles LR14 max ENERGIZER Le Blister x2;Piles LR14 max;1985;6261;3,13E+12;182413003;1;15.542400;3.885600;4;898346;2.596000;;;;;;;;;;;
9070;Piles LR20 max ENERGIZER Le Blister x2;Piles LR20 max;1985;6261;3,13E+12;182413004;1;30.744000;1.921500;16;744904;5.400000;;;;;;;;;;;
9071;Essuie-tout textile LA MENAGERE Le pack 2 rouleaux;Essuie-tout textile;1324;6261;3,13E+12;182413005;1;33.952800;2.122050;16;745182;4.974000;;;;;;;;;;;
9072;Essuie-tout blanc  OKAY Le pack 6 rouleaux;Essuie-tout blanc;917;6261;3,26E+12;182413006;1;15.498000;1.291500;12;743823;6.325000;;;;;;;;;;;
9073;Essuie-tout Décor OKAY Le pack 3 rouleaux;Essuie-tout Décor;917;6261;3,26E+12;182413007;1;15.561600;0.972600;16;743724;3.200000;;;;;;;;;;;
9074;Essuie-tout resistant LOTUS Le pack 3 rouleaux;Essuie-tout resistant;917;6261;3,26E+12;182413008;1;23.619000;1.180950;20;743849;6.705000;;;;;;;;;;;
9075;Essuie-tout blanc super absorbant BELLE FRANCE Le pack 4 rouleaux;Essuie-tout blanc super absorbant;920;6261;5,40E+12;182413010;1;12.562200;1.046850;12;588525;1.600000;;;;;;;;;;;
9076;Essuie-tout décoré BELLE FRANCE Le pack 3 rouleaux;Essuie-tout décoré;1987;6261;8,00E+12;182413011;1;27.484800;1.717800;16;745083;6.864000;;;;;;;;;;;
9077;2 rouleaux essuie tout compact BELLE FRANCE Le pack 2 rouleaux;2 rouleaux essuie tout compact;1987;6261;8,00E+12;182413012;1;27.484800;1.717800;16;579540;6.510000;;;;;;;;;;;
9078;Essuie-tout WINNY Le pack 4 rouleaux;Essuie-tout;1324;6261;3,13E+12;182414001;1;41.985600;2.624100;16;853986;6.397000;;;;;;;;;;;
9079;Essuie-tout décoré SOPALIN Le pack 3 rouleaux;Essuie-tout décoré;1324;6261;3,13E+12;182414002;1;14.314500;4.771500;3;839589;11.220000;;;;;;;;;;;
9080;Essuie-tout blanc prédécoupées SOPALIN Le pack 3 rouleaux;Essuie-tout blanc prédécoupées;1324;6261;3,13E+12;182414003;1;34.886400;2.180400;16;854042;6.571000;;;;;;;;;;;
9081;Papier toilette ultra doux LOTUS Le pack 6 rouleaux;Papier toilette ultra doux;1324;6261;3,13E+12;182414004;1;13.118700;1.874100;7;854000;2.638000;;;;;;;;;;;
9082;Papier toilette Moltonel aquatube LOTUS Le pack 12 rouleaux;Papier toilette Moltonel aquatube;1324;6261;3,13E+12;182414005;1;26.450400;1.653150;16;566281;4.373000;;;;;;;;;;;
9083;Papier toilette collection aquatube LOTUS Le pack 6 rouleaux;Papier toilette collection aquatube;1324;6261;3,13E+12;182414006;1;37.212000;2.325750;16;854067;6.571000;;;;;;;;;;;
9084;Papier toilette Moltonel aquatube LOTUS Le pack 4 rouleaux;Papier toilette Moltonel aquatube;1324;6261;3,13E+12;182414007;1;601.030800;8.347650;72;860965;95.400000;;;;;;;;;;;
9085;Papier toilette Confort LOTUS 4 rouleaux;Papier toilette Confort;1324;6261;3,13E+12;182414008;1;18.546150;2.649450;7;854026;3.937000;;;;;;;;;;;
9086;Papier toilette confort aquatube LOTUS Le pack 6 rouleaux;Papier toilette confort aquatube;1324;6261;3,13E+12;182414009;1;32.702400;1.362600;24;860684;6.319000;;;;;;;;;;;
9087;Papier toilette aquatube LOTUS Le pack 24 rouleaux;Papier toilette aquatube;1324;6261;3,13E+12;182414010;1;35.164800;2.197800;16;860924;10.600000;;;;;;;;;;;
9088;Papier toilette Moltonel style aquatube LOTUS Le pack 6 rouleaux;Papier toilette Moltonel style aquatube;917;6261;3,26E+12;182414012;1;17.648550;1.960950;9;862946;7.600000;;;;;;;;;;;
9089;Papier toilette Moltonel LOTUS Le pack 4 paquets;Papier toilette Moltonel;917;6261;3,26E+12;182414013;1;20.922300;0.996300;21;862920;6.900000;;;;;;;;;;;
9090;Papier toilette LOTUS Le pack 8 paquets;Papier toilette;917;6261;3,26E+12;182414014;1;15.801600;1.975200;8;978288;6.289000;;;;;;;;;;;
9091;Papier toilette douceur  BELLE FRANCE Le pack 12 rouleaux;Papier toilette douceur;917;2;3,26E+12;182414015;1;21.451500;1.021500;21;978304;8.800000;;;;;;;;;;;
9092;Papier toilette double épaisseur  BELLE FRANCE Le pack 6 rouleaux;Papier toilette double épaisseur;917;6261;3,26E+12;182414016;1;21.089250;1.004250;21;862987;9.744000;;;;;;;;;;;
9093;Papier toilette compact double épaisseur  BELLE FRANCE Le pack 6 rouleaux;Papier toilette compact double épaisseur;917;6261;3,26E+12;182414017;1;13.920000;0.870000;16;862961;1.250000;;;;;;;;;;;
9094;Papier toilette décoré double épaisseur BELLE FRANCE Le pack 6 rouleaux;Papier toilette décoré double épaisseur;917;6261;3,26E+12;182414018;1;24.882000;1.244100;20;863043;5.700000;;;;;;;;;;;
9095;Papier toillette parfume vanille   BELLE FRANCE Le pack 6 rouleaux;Papier toillette parfume vanille;1988;6261;4,01E+12;182414021;1;17.373600;1.447800;12;861880;3.200000;;;;;;;;;;;
9096;Papier toilette moltoné BELLE FRANCE Le pack 4 rouleaux;Papier toilette moltoné;920;6261;5,40E+12;182414022;1;14.513400;1.209450;12;862847;8.476000;;;;;;;;;;;
9097;Papier toilette double épaisseur rose BELLE FRANCE Le pack 6 rouleaux;Papier toilette double épaisseur rose;1324;6261;7,32E+12;182414023;1;25.873050;3.696150;7;854083;4.595000;;;;;;;;;;;
9098;Papier toilette humide  FESSNETT x 50;Papier toilette humide;1889;6261;8,00E+12;182414024;1;23.443200;2.930400;8;593582;6.794000;;;;;;;;;;;
9099;Papier hygiènique blanc WINNY Le pack 6 rouleaux;Papier hygiènique blanc;1889;6261;8,00E+12;182414025;1;14.721600;3.680400;4;594200;4.740000;;;;;;;;;;;
9100;Papier toilette just-one aquatube LOTUS Le pack 6 rouleaux;Papier toilette just-one aquatube;1889;6261;8,00E+12;182414026;1;17.430000;2.490000;7;555862;4.375000;;;;;;;;;;;
9101;Papier toilette à l'Aloé Véra LE TREFLE Le pack 8 rouleaux;Papier toilette à l'Aloé Véra;1889;6261;8,00E+12;182414027;1;21.324600;3.554100;6;863068;5.040000;;;;;;;;;;;
9102;Papier toilette maxi feuilles LE TREFLE Le pack 8 rouleaux;Papier toilette maxi feuilles;917;6261;3,26E+12;182514001;1;3.394500;0.339450;10;747006;5.100000;;;;;;;;;;;
9103;Papier toilette douceur coton moelleux triple épaisseur LE TREFLE Le pack 6 rouleaux;Papier toilette douceur coton moelleux triple épaisseur;917;6261;3,26E+12;182514002;1;7.104000;0.355200;20;747022;6.000000;;;;;;;;;;;
9104;Papier toilette LE TREFLE Le pack 9 rouleaux;Papier toilette;917;6261;3,26E+12;182514003;1;7.152000;0.715200;10;747105;2.300000;;;;;;;;;;;
9105;Filtres à café n°2 BELLE FRANCE Le paquet x 40;Filtres à café n°2;1965;6261;4,01E+12;182514004;1;15.161850;1.684650;9;746347;1.700000;;;;;;;;;;;
9106;Filtres à café n°4 BELLE FRANCE Le paquet x 40;Filtres à café n°4;1965;6261;4,01E+12;182514005;1;10.496400;1.312050;8;746321;1.600000;;;;;;;;;;;
9107;Filtres à café n°4 BELLE FRANCE Le paquet x 80;Filtres à café n°4;1965;6261;4,01E+12;182514006;1;7.105050;0.789450;9;746107;1.100000;;;;;;;;;;;
9108;Filtre à café papier 1x4 MELITTA Le paquet x 80;Filtre à café papier 1x4;1965;6261;4,01E+12;182514007;1;16.546800;2.068350;8;747147;1.512000;;;;;;;;;;;
9109;Filtre à café papier 1x6 MELITTA Le paquet x 40;Filtre à café papier 1x6;1989;6261;4,01E+12;182514008;1;26.856000;1.790400;15;746982;1.150000;;;;;;;;;;;
9110;Filtre à café papier 101 MELITTA Le paquet x 40;Filtre à café papier 101;1965;6261;4,01E+12;182514009;1;16.546800;2.068350;8;746081;1.250000;;;;;;;;;;;
9111;Filtre à café bambou 1x4 MELITTA Le paquet x 80;Filtre à café bambou 1x4;1965;6261;4,01E+12;182514010;1;15.161850;1.684650;9;746024;1.223000;;;;;;;;;;;
9112;Filtre à thé CILIA Le paquet x 30;Filtre à thé;1965;6261;4,01E+12;182514011;1;17.280000;0.960000;18;746263;2.000000;;;;;;;;;;;
9113;Filtre à café papier 1x4 corsé MELITTA Le paquet x 80;Filtre à café papier 1x4 corsé;1965;6261;4,01E+12;182514012;1;16.546800;2.068350;8;746040;4.000000;;;;;;;;;;;
9114;Filtre à café papier 1x2 + détartrant MELITTA Le paquet x 80;Filtre à café papier 1x2 + détartrant;917;6261;3,26E+12;182614001;1;11.810700;0.536850;22;715607;1.000000;;;;;;;;;;;
9115;Filtre à café papier 1x4 MELITTA Le paquet x 40;Filtre à café papier 1x4;917;6261;3,26E+12;182614002;1;11.810700;0.536850;22;715623;0.900000;;;;;;;;;;;
9116;Filtre à café 1x4 + détartrant MELITTA Le paquet x 80;Filtre à café 1x4 + détartrant;917;6261;3,26E+12;182614003;1;11.810700;0.536850;22;715649;1.000000;;;;;;;;;;;
9117;Gant ménage 6-6 1/2 BELLE FRANCE x 1;Gant ménage 6-6 1/2;917;6261;3,26E+12;182614004;1;15.688800;0.653700;24;715243;2.800000;;;;;;;;;;;
9118;Gant ménage 7-7 1/2 BELLE FRANCE x 1;Gant ménage 7-7 1/2;917;6261;3,26E+12;182614005;1;15.688800;0.653700;24;715268;2.100000;;;;;;;;;;;
9119;Gant ménage 8-8 1/2 BELLE FRANCE x 1;Gant ménage 8-8 1/2;917;6261;3,26E+12;182614006;1;15.688800;0.653700;24;715284;3.600000;;;;;;;;;;;
9120;Gants fins latex jetables T6 BELLE FRANCE La boite x 10;Gants fins latex jetables T6;920;6261;5,40E+12;182614007;1;5.077800;3.385200;12;580944;0.600000;;;;;;;;;;;
9121;Gants fins latex jetables T7 BELLE FRANCE La boite x 10;Gants fins latex jetables T7;920;6261;5,40E+12;182614008;1;5.077800;0.423150;12;580928;0.600000;;;;;;;;;;;
9122;Gants fins latex jetables T8 BELLE FRANCE La boite x 10;Gants fins latex jetables T8;920;6261;5,40E+12;182614009;1;5.077800;0.423150;12;580985;0.600000;;;;;;;;;;;
9123;Gant ménage 7-7 1/2 WINNY x 1;Gant ménage 7-7 1/2;1990;6261;3,09E+12;182714001;1;33.213600;2.767800;12;735308;5.000000;;;;;;;;;;;
9124;Gant ménage 8-8 1/2  WINNY x 1;Gant ménage 8-8 1/2;1991;6261;3,09E+12;182714002;1;37.193400;3.099450;12;734822;4.000000;;;;;;;;;;;
9125;Gant ménage 9-9 1/2 WINNY x 1;Gant ménage 9-9 1/2;1992;6261;3,15E+12;182714003;1;22.604400;1.883700;12;755488;4.800000;;;;;;;;;;;
9126;Aérosol Fourmis, Araignées & Cafards RAID L'aérosol 400ml;Aérosol Fourmis, Araignées & Cafards;1992;6261;3,15E+12;182714004;1;29.689200;2.474100;12;757823;4.800000;;;;;;;;;;;
9127;Aérosol insectes rampants vert BAYGON L'aérosol 400ml;Aérosol insectes rampants vert;1917;6261;3,36E+12;182714005;1;35.109000;2.925750;12;733006;5.500000;;;;;;;;;;;
9128;Aérosol insectes volants CATCH L'aérosol 400ml;Aérosol insectes volants;1993;6261;3,36E+12;182714006;1;59.241000;2.962050;20;732966;0.900000;;;;;;;;;;;
9129;Aérosol insectes rampants vert CATCH L'aérosol 400ml;Aérosol insectes rampants vert;1994;6261;3,38E+12;182714007;1;19.666800;1.638900;12;588301;0.600000;;;;;;;;;;;
9130;Absorbeur d'humidité CROC ODOR;Absorbeur d'humidité;1994;6261;3,38E+12;182714008;1;26.040000;1.860000;14;735704;6.000000;;;;;;;;;;;
9131;Barquete anti-mites ZENSECT La boite 8 barquettes;Barquete anti-mites;1990;6261;5,00E+12;182714009;1;62.560800;2.606700;24;734988;0.600000;;;;;;;;;;;
9132;Crochet anti-mites VITOMIT Le pack 2 x 50g;Crochet anti-mites;1990;2;5,00E+12;182714010;1;90.867600;3.786150;24;749465;1.160000;;;;;;;;;;;
9133;Boule anti mites VITOMIT Le sachet 275g;Boule anti mites;1990;2;5,00E+12;182714011;1;24.792300;4.132050;6;740787;0.350000;;;;;;;;;;;
9134;Piège anti-mites lavande RAID Le blister x 2;Piège anti-mites lavande;1990;2;5,00E+12;182714012;1;48.655800;4.054650;12;749622;0.960000;;;;;;;;;;;
9135;Racharge diffuseur éléctrique liquide 45 nuits RAID Le flacon 27ml;Recharge diffuseur électrique liquide 45 nuits;1990;6261;5,00E+12;182714013;1;28.855800;2.404650;12;735266;5.000000;;;;;;;;;;;
9136;Piège anti mites alimentaires RAID Le blister x 2;Piège anti mites alimentaires;1990;6261;5,00E+12;182714014;1;41.360400;3.446700;12;755082;5.000000;;;;;;;;;;;
9137;Diffuseur éléctrique liquide 45 nuits RAID Le flacon 27ml;Diffuseur éléctrique liquide 45 nuits;1990;6261;5,00E+12;182714015;1;33.573600;2.797800;12;755108;5.000000;;;;;;;;;;;
9138;Aérosol mouche moustique RAID L'aérosol 400ml;Aérosol mouche moustique;1991;2;5,00E+12;182714016;1;43.389000;3.615750;12;734921;1.275000;;;;;;;;;;;
9139;Aérosol cafard eucalyptus RAID L'aérosol 400ml;Aérosol cafard eucalyptus;1995;6261;4,01E+12;182814001;1;144.358500;14.435850;10;750406;3.810000;;;;;;;;;;;
9140;Aérosol insectes volants eucalyptus RAID L'aérosol 400ml;Aérosol insectes volants eucalyptus;1995;6261;4,01E+12;182814002;1;72.856800;18.214200;4;750349;4.190000;;;;;;;;;;;
9141;Piège cafards BAYGON La boite x 6;Piège cafards;1995;6261;4,01E+12;182814003;1;144.358500;14.435850;10;750828;3.810000;;;;;;;;;;;
9142;Cartouche Maxtra BRITA Le pack 3 cartouche;Cartouche Maxtra;0;6261;3,76E+12;182912001;1;9.070650;3.023550;3;576587;15.500000;;;;;;;;;;;
9143;Carafe Marella purificateur eau rouge BRITA La carafe 2,4L;Carafe Marella purificateur eau rouge;1949;6261;3,05E+12;183012001;1;11.405700;1.900950;6;708826;2.200000;;;;;;;;;;;
9144;Cartouche classic  BRITA Le pack 3 cartouche;Cartouche classic;1996;6261;3,18E+12;183012002;1;42.653250;2.843550;15;725309;4.800000;;;;;;;;;;;
9145;Lave-glace auto -20°c   Le bidon 5L;Lave-glace auto -20°c;1996;6261;3,18E+12;183012003;1;42.653250;2.843550;15;725440;4.700000;;;;;;;;;;;
9146;Nettoyant bul'argent BUHLER Le bidon 150ml;Nettoyant bul'argent;1949;6261;3,18E+12;183012004;1;10.042200;1.673700;6;708800;2.400000;;;;;;;;;;;
9147;Nettoyant cuivre MIROR Le bidon 250ml;Nettoyant cuivre;1997;2;3,02E+12;183112001;1;48.200400;2.008350;24;747907;4.600000;;;;;;;;;;;
9148;Nettoyant formule argentil  MIROR Le bidon 250ml;Nettoyant formule argentil;1998;2;3,23E+12;183112002;1;46.987200;1.957800;24;741405;5.100000;;;;;;;;;;;
9149;Nettoyant bul'cuivre  BUHLER Le bidon 150ml;Nettoyant bul'cuivre;1998;2;3,23E+12;183112004;1;98.878500;6.591900;15;741363;5.200000;;;;;;;;;;;
9150;Film étirable SCEL O FRAIS Le rouleau 20m;Film étirable;1998;2;3,23E+12;183112005;1;70.480800;2.936700;24;588244;6.200000;;;;;;;;;;;
9151;Papier fraicheur ALFAPAC Le rouleau 12m;Papier traiteur;1998;6261;3,23E+12;183112006;1;41.684400;1.736850;24;741322;3.300000;;;;;;;;;;;
9153;Film déroulant ALFAPAC Le rouleau 30m;Film déroulant;917;6261;3,26E+12;183112007;1;11.746800;0.489450;24;749028;2.100000;;;;;;;;;;;
9154;Papier aluminium ALFAPAC Le rouleau 20m;Papier aluminium;917;6261;3,26E+12;183112008;1;23.302800;0.970950;24;750729;5.200000;;;;;;;;;;;
9155;Film tout en 1 ALFAPAC Le rouleau 25m;Film tout en 1;917;6261;3,26E+12;183112009;1;26.751600;1.114650;24;748905;6.000000;;;;;;;;;;;
9156;Film étirable BELLE FRANCE Le rouleau 20m;Film étirable;917;2;3,26E+12;183112010;1;38.498400;1.604100;24;741447;8.500000;;;;;;;;;;;
9157;Papier cuisson BELLE FRANCE Le rouleau 15m;Papier cuisson;917;2;3,26E+12;183112011;1;50.245200;2.093550;24;748921;10.400000;;;;;;;;;;;
9158;Papier aluminium BELLE FRANCE Le rouleau 20m;Papier aluminium;1999;6261;3,18E+12;183212001;1;4.408350;4.408350;1;708966;10.010000;;;;;;;;;;;
9159;Papier aluminium BELLE FRANCE Le rouleau 20m;Papier aluminium;0;6261;3,18E+12;183312001;1;38.120400;1.588350;24;714923;6.000000;;;;;;;;;;;
9160;Papier aluminium BELLE FRANCE Le rouleau 40m;Papier aluminium;1998;2;3,23E+12;183412001;1;64.872000;2.027250;32;741280;3.600000;;;;;;;;;;;
9161;desinfect. linge sanytol AQUA Le sac 10kg;desinfect. linge sanytol;1998;2;3,23E+12;183412002;1;56.538000;2.355750;24;732289;4.600000;;;;;;;;;;;
9162;Sac pince à linge plastique  Le sac x 24;Sac pince à linge plastique;1998;2;3,23E+12;183412003;1;55.473000;2.521500;22;732305;4.000000;;;;;;;;;;;
9163;Sacs fraicheur ALFAPAC La boite x 15 sacs;Sacs fraicheur;1998;2;3,23E+12;183412004;1;73.500900;3.340950;22;741249;6.000000;;;;;;;;;;;
9164;Sacs congelation moyen modèle ALFAPAC La boite x 50 sacs;Sacs congélation modèle moyen avec liens;917;6261;3,26E+12;183412006;1;11.937600;0.497400;24;749085;3.740000;;;;;;;;;;;
9165;Sacs congelation petit modèle ALFAPAC La boite x 40 sacs;Sacs congélation avec Zip petit modèle;917;2;3,26E+12;183412007;1;15.951600;0.664650;24;749044;5.980000;;;;;;;;;;;
9166;Sacs congelation moyen modèle ALFAPAC La boite x 40 sacs;Sacs congélation avec Zip moyen modèle;917;6261;3,26E+12;183412008;1;14.929200;0.622050;24;749069;2.480000;;;;;;;;;;;
9168;Sacs congelation petit modèle   BELLE FRANCE La boite x 50 sacs;Sacs congelation petit modèle;917;2;3,26E+12;183412009;1;10.634400;0.664650;16;741462;1.900000;;;;;;;;;;;
9169;Sacs congelation moyen modèle BELLE FRANCE La boite x 50 sacs;Sacs congelation moyen modèle;917;6261;3,26E+12;183412010;1;14.324400;0.596850;24;749127;1.680000;;;;;;;;;;;
9170;Sacs congelation grand modèle   BELLE FRANCE La boite x 25 sacs;Sacs congelation grand modèle;1998;2;3,23E+12;183512001;1;154.416000;3.860400;40;732263;9.400000;;;;;;;;;;;
9171;Sacs congélation zippés BELLE FRANCE La boite 10 sacs;Sacs congélation zippés;1998;6261;3,23E+12;183512002;1;47.973600;1.332600;36;732321;3.000000;;;;;;;;;;;
9172;Sachets à glacons valve auto   BELLE FRANCE La boite x 15 sacs;Sachets à glacons valve auto;1998;6261;3,23E+12;183512006;1;59.461500;1.698900;35;741140;4.900000;;;;;;;;;;;
